Amostra_ID,Rotulo_Real,Rotulo_Previsto,Prob_Classe_0,Prob_Classe_1,Prob_Classe_2,Prob_Classe_3,Prob_Classe_4,Prob_Classe_5,Prob_Classe_6,Prob_Classe_7,Prob_Classe_8,Prob_Classe_9
4786,9,9,5.1098077e-09,1.6948151e-09,1.445916e-09,6.4268015e-08,3.7431191e-06,3.7728796e-08,4.5298607e-10,9.997065e-08,4.970576e-09,0.99999607
4787,6,6,9.096465e-11,4.681463e-13,9.021747e-12,1.2805073e-13,1.8084323e-08,3.3712724e-11,1.0,8.44227e-15,5.656689e-13,5.505967e-17
4788,0,0,0.9998323,6.065089e-08,1.5900175e-06,4.2066652e-08,6.0881916e-07,5.1911012e-08,0.00016375625,9.1274856e-08,8.563402e-07,7.587745e-07
4789,8,8,1.2239254e-07,4.046715e-08,4.5514215e-09,1.1988993e-07,5.7015736e-11,4.3147513e-05,7.671419e-06,6.9114658e-12,0.99994886,2.663993e-08
4790,6,6,1.2617231e-09,1.5062165e-12,1.8859218e-11,2.7792832e-13,2.083593e-09,3.4753224e-08,1.0,3.539195e-14,1.929826e-09,1.1439364e-12
4791,4,4,3.4314578e-08,1.8215115e-07,3.0717248e-07,2.5618268e-11,0.9999989,6.343226e-07,3.3500122e-08,8.3607454e-11,1.0078547e-09,1.5144147e-10
4792,8,8,4.1668366e-10,1.444201e-10,5.778201e-09,9.239758e-09,3.8516343e-11,4.268417e-10,8.107231e-11,5.990127e-13,1.0,2.7726967e-09
4793,7,7,1.584542e-10,3.7207384e-09,4.056139e-09,4.1153665e-08,4.3809663e-09,3.8114876e-09,1.2143585e-11,1.0,1.282812e-10,5.821066e-09
4794,7,7,1.2857878e-08,8.255236e-08,4.242345e-08,7.011796e-08,8.983872e-08,6.4861375e-08,4.731879e-10,0.99999475,9.0279917e-10,4.841336e-06
4795,9,9,6.8692736e-09,6.279273e-10,5.198098e-07,8.563107e-07,3.0675144e-06,4.4598303e-09,1.48016e-09,1.2262506e-06,5.2410037e-08,0.9999943
4796,3,3,8.024361e-12,1.7843804e-09,2.0426917e-08,0.9999933,6.1202926e-12,4.2409374e-09,3.647864e-13,2.8961777e-11,5.565585e-06,1.0606992e-06
4797,8,8,2.364991e-09,3.162154e-10,2.206085e-08,4.3932586e-09,1.6502969e-12,2.7156213e-09,1.2614999e-08,4.7207724e-13,1.0,1.5098113e-09
4798,6,6,1.1799712e-06,8.3278465e-08,2.5469842e-09,1.9097584e-09,4.1726828e-08,0.0014988661,0.998423,2.5878968e-10,7.6922915e-05,1.5629982e-09
4799,9,9,1.1322915e-09,2.3463504e-11,2.1989077e-09,8.264772e-09,4.4469982e-07,6.5984818e-09,9.317934e-11,2.076962e-09,1.9294681e-09,0.9999995
4800,7,7,3.3957745e-12,1.8180797e-10,1.0382111e-10,1.5286482e-10,8.799057e-11,2.4380923e-12,1.3795395e-13,1.0,2.8598096e-14,5.854135e-09
4801,2,2,2.573838e-11,1.0174405e-07,0.99999976,2.2595398e-10,4.295777e-10,1.4022358e-11,1.2084853e-10,9.799964e-08,2.71175e-12,9.3728355e-15
4802,3,3,1.3710756e-11,4.2840216e-09,1.8975715e-08,0.99999976,9.115442e-12,2.6213482e-09,4.621913e-12,1.225388e-09,2.7697257e-07,5.6000067e-09
4803,4,4,2.7069127e-13,8.1496025e-11,2.0711367e-12,3.5117212e-17,1.0,4.119446e-10,6.92815e-11,3.4609788e-13,6.17463e-13,1.2002811e-12
4804,0,0,0.99996996,3.8193564e-09,2.0217934e-05,3.185568e-08,1.0915675e-07,2.1636712e-09,7.1710156e-06,6.896623e-09,2.3192904e-06,1.8929522e-07
4805,2,2,2.3099616e-11,2.3027438e-10,1.0,8.460817e-09,2.6945855e-13,7.5808094e-14,1.3278495e-13,2.1206327e-08,1.10132485e-11,1.1276504e-15
4806,1,1,7.869639e-10,0.99999845,5.4269704e-09,1.9949627e-10,4.6329254e-07,3.1487968e-08,3.045499e-08,3.937147e-07,7.084682e-07,7.08021e-09
4807,8,3,0.024009276,0.011594584,0.015997233,0.8079259,5.2779502e-05,0.0031699445,0.005983648,0.00020795596,0.12975618,0.0013024174
4808,3,3,4.281999e-11,3.6537703e-10,1.8245276e-09,0.99999595,1.8374464e-12,1.1661002e-06,7.8864964e-13,3.0193223e-10,2.5175375e-06,3.116686e-07
4809,5,5,8.900737e-23,5.7270196e-19,1.3594225e-23,5.0059615e-16,2.9511067e-22,1.0,1.1211335e-18,9.418035e-22,8.240451e-14,9.014586e-17
4810,5,5,5.101503e-16,1.6197684e-14,2.3441792e-17,2.0549572e-11,2.22087e-19,1.0,7.6877674e-16,1.0912239e-14,4.468208e-13,6.7690466e-13
4811,7,7,1.2480524e-15,3.676117e-11,9.788321e-13,3.6973233e-12,5.0082855e-11,2.3907278e-14,3.0563748e-15,1.0,2.3917288e-16,6.060792e-10
4812,2,2,5.5899074e-10,8.694942e-09,0.99999964,7.084271e-09,8.737005e-12,1.0498822e-13,1.5874136e-12,3.0215648e-07,4.4070965e-09,3.7185566e-14
4813,4,4,6.503763e-09,1.667396e-08,1.7732495e-07,1.5482405e-11,0.99999857,6.8081806e-07,1.2855432e-07,1.5188958e-09,9.423263e-08,2.1782947e-07
4814,6,4,0.24329422,0.0007498596,8.170085e-05,8.767349e-06,0.44927523,0.00029549465,0.3047863,5.67774e-05,0.0013175918,0.00013400234
4815,7,7,1.5220435e-07,1.5398739e-06,5.7371654e-08,3.0144568e-07,1.2496947e-06,2.6365939e-08,7.7162055e-09,0.99961674,1.3607535e-08,0.00037990266
4816,2,2,2.2168947e-06,4.2352527e-05,0.9998592,1.9678764e-05,3.3901316e-07,1.5880758e-07,6.56512e-07,7.526861e-05,9.2093806e-08,1.6020232e-09
4817,8,8,1.4608689e-09,8.7062085e-10,4.5539124e-09,4.111993e-08,1.2970797e-10,8.388296e-10,3.1660222e-10,8.612581e-13,1.0,3.6117306e-08
4818,3,3,1.77009e-21,1.1585958e-16,4.1946694e-16,1.0,1.6486776e-22,3.765952e-14,4.0946412e-23,2.8024598e-17,2.5115744e-15,3.5180266e-15
4819,0,0,0.9997017,1.0507063e-07,0.00028142173,2.4774959e-08,4.1821085e-08,1.7584906e-08,1.5713413e-05,2.3831495e-07,5.545556e-07,2.407239e-07
4820,8,8,3.0094968e-10,8.9266544e-10,1.6077158e-09,1.1594254e-07,3.1170767e-12,3.3069536e-08,2.7216724e-09,8.9775404e-13,0.9999999,1.1560743e-09
4821,7,7,2.97618e-12,2.8135012e-11,6.761208e-11,9.3117375e-11,1.6856032e-11,1.3295211e-11,5.2799142e-15,1.0,7.678128e-15,4.566315e-09
4822,8,8,2.1704182e-07,2.907949e-07,5.345959e-06,1.0397739e-06,1.5276088e-07,1.737113e-07,4.9339513e-07,2.530504e-09,0.9999906,1.6880964e-06
4823,9,4,1.4315005e-07,2.2612517e-07,7.5428625e-07,7.365933e-09,0.9996818,0.00017640794,6.449593e-05,7.296998e-08,3.295237e-08,7.609537e-05
4824,0,0,0.999998,1.3893758e-09,3.8465026e-07,4.4591105e-11,2.7471707e-09,1.930171e-10,1.7024574e-06,1.5591705e-09,1.7136724e-08,2.6371e-09
4825,8,8,3.7069372e-09,5.3634226e-09,1.3815539e-08,1.0549854e-08,5.068213e-09,4.3782393e-06,7.4032414e-08,1.592041e-11,0.9999918,3.6893653e-06
4826,4,4,1.3445033e-07,1.293602e-05,1.1624183e-07,7.3874378e-09,0.9999839,2.07123e-06,6.639257e-07,5.8399692e-08,2.46707e-08,9.654577e-08
4827,4,4,1.4784437e-09,1.7471952e-07,5.6946547e-08,8.1340273e-10,0.9999118,8.3230026e-07,1.5386452e-07,5.8841844e-05,5.6162673e-08,2.812929e-05
4828,5,5,2.3920488e-10,1.8165989e-09,4.9051985e-10,1.1256215e-05,5.3482385e-10,0.9999267,9.702574e-08,4.9305785e-11,6.1720355e-05,2.0455626e-07
4829,8,8,1.8066716e-07,7.722512e-08,6.132338e-07,6.944132e-05,7.941788e-10,6.0825236e-08,1.437094e-08,4.921847e-10,0.9999294,7.887527e-08
4830,5,5,9.832208e-12,5.6054966e-11,2.3098343e-11,7.0184217e-07,3.579038e-10,0.999964,5.85554e-10,1.8686672e-11,4.6002873e-09,3.5311816e-05
4831,6,6,2.6958594e-08,2.9196052e-11,3.155632e-10,3.6547034e-09,4.3131325e-09,8.360488e-06,0.9999418,3.3615027e-11,4.980855e-05,8.997354e-12
4832,6,6,3.5306273e-09,7.0398657e-12,7.626446e-11,1.8187228e-12,1.2784294e-07,1.8473734e-09,0.9999999,1.2276321e-12,4.2381227e-11,4.433712e-14
4833,3,3,1.8205689e-14,2.02529e-10,0.0031158724,0.99688333,1.3840196e-15,6.74906e-12,1.2178797e-16,7.4224414e-07,3.9697575e-11,8.888511e-16
4834,0,0,0.999995,1.6433039e-11,4.3201603e-10,2.2424584e-10,1.2087982e-09,2.1396731e-08,5.0078384e-06,1.1084942e-09,1.6066698e-08,3.393757e-08
4835,9,9,4.3062545e-13,5.401831e-13,1.1130105e-12,1.6512584e-10,2.2973903e-07,2.2402302e-09,5.0082958e-14,4.925224e-11,2.3024502e-09,0.99999976
4836,3,3,2.181991e-14,1.9899407e-11,2.0134241e-11,1.0,2.1471586e-14,4.1702755e-08,3.2042873e-15,1.2241151e-13,2.2564782e-10,1.6506362e-09
4837,7,7,1.3075727e-06,4.0786003e-05,0.029767642,2.0513173e-06,1.5167579e-07,7.2080875e-10,6.776885e-11,0.9701862,1.6919038e-06,1.5174625e-07
4838,6,6,4.3561297e-09,1.6182293e-09,1.302499e-11,2.6281724e-10,6.4336216e-09,0.3142862,0.6855012,8.7522687e-13,0.00021257912,1.4434339e-09
4839,8,8,9.197782e-06,1.5405603e-05,3.9143044e-05,5.513614e-05,1.8580978e-06,1.315234e-05,1.6960191e-06,8.7199646e-07,0.9998473,1.6172704e-05
4840,9,9,3.063382e-09,7.843102e-09,1.2004594e-09,5.999016e-08,1.4989803e-06,2.1402994e-07,8.799596e-11,4.0937653e-09,4.133074e-08,0.9999982
4841,3,3,1.1264468e-09,7.708916e-09,6.098846e-06,0.9999933,9.9099964e-11,3.900236e-08,4.1983235e-12,7.468266e-08,3.8506687e-07,9.451618e-08
4842,4,4,5.046264e-11,6.061621e-10,4.5537685e-10,4.0422693e-11,0.9999995,4.4463025e-07,4.1624554e-11,3.0653643e-11,2.6569764e-09,2.7920565e-08
4843,9,9,1.34332085e-11,1.7350935e-11,8.791953e-12,2.5726836e-08,3.3605312e-07,1.1547326e-08,1.500964e-13,2.0958169e-09,2.006634e-11,0.99999964
4844,5,5,1.771313e-08,2.149934e-08,5.038295e-09,1.0118461e-05,1.2367095e-09,0.99998784,1.893549e-09,2.4389084e-07,3.7828043e-09,1.7629659e-06
4845,8,8,1.4466278e-09,2.109095e-09,3.5338668e-10,1.1561842e-10,3.922652e-11,1.384906e-11,5.0674833e-12,1.1761567e-12,1.0,8.3815627e-10
4846,9,9,2.4461677e-13,1.4580097e-13,2.2815452e-13,6.2204616e-12,1.3593453e-07,5.4045775e-11,1.8488836e-15,8.7068845e-11,4.3819037e-12,0.9999999
4847,1,1,2.121818e-09,0.99999285,7.915573e-09,2.3765228e-09,5.1550646e-06,3.8398267e-07,8.266864e-08,2.72713e-07,1.3153684e-06,4.8431364e-08
4848,2,2,6.2060423e-15,2.9299772e-12,1.0,2.7574942e-11,5.750362e-17,2.038996e-19,2.1418696e-18,2.3199625e-11,4.3444754e-14,2.751338e-18
4849,8,8,7.1268547e-09,3.4484145e-08,2.352932e-09,9.838577e-09,3.649621e-09,1.1262502e-07,3.8729344e-09,3.8444182e-11,0.99999976,8.6237954e-08
4850,8,8,3.059367e-11,1.1516547e-10,3.8155715e-11,8.9796746e-11,5.169097e-12,6.460931e-09,2.0872155e-10,4.483376e-14,1.0,5.2100533e-09
4851,6,6,2.8118896e-07,2.1606477e-09,8.986504e-09,2.5465208e-09,2.537118e-07,7.174101e-07,0.9999963,4.2322454e-10,2.3832347e-06,1.0750586e-10
4852,8,8,4.718374e-10,1.0092366e-09,1.4595022e-07,2.9003974e-07,1.7203527e-08,2.7976752e-08,3.1422907e-08,1.3867073e-12,0.9999995,1.8347636e-08
4853,1,1,2.8139244e-08,0.9999925,7.5922135e-10,3.140842e-12,1.7176212e-06,3.60278e-08,1.976228e-07,7.8163595e-08,5.4295347e-06,2.2069806e-09
4854,3,3,3.798322e-17,1.0577438e-13,6.2098617e-13,1.0,2.3489145e-17,2.4041227e-09,1.1677483e-18,3.4235237e-16,1.9814142e-12,2.5500693e-12
4855,7,7,3.861903e-06,5.5468867e-08,5.792518e-06,8.8376703e-07,6.404613e-08,3.3696182e-07,3.7059664e-10,0.99998784,1.2532222e-09,1.157302e-06
4856,9,9,1.317792e-10,2.388581e-10,3.2190153e-10,9.412641e-08,1.3212711e-05,9.860808e-08,4.6825634e-12,8.054468e-08,3.840341e-09,0.9999865
4857,0,0,0.99972504,2.6201399e-06,3.2301643e-05,1.2388035e-06,1.6683238e-06,6.8152985e-06,1.7876571e-05,7.414733e-06,0.00020119776,3.9631245e-06
4858,1,1,1.5360646e-10,0.99999523,1.0477694e-09,2.8615285e-12,4.3550044e-06,1.1834911e-09,1.0237599e-08,3.5665954e-07,1.10815686e-08,1.1182326e-10
4859,1,1,3.016367e-11,0.9999995,7.122202e-10,9.136845e-13,3.4726585e-07,3.724626e-10,2.2257063e-09,1.0659531e-07,3.2904726e-09,3.2172206e-11
4860,4,9,6.3624295e-10,3.2983574e-09,1.2122234e-08,1.565813e-08,0.02235128,1.11026466e-07,1.3824096e-09,1.527665e-06,4.1372115e-08,0.97764695
4861,7,7,4.5309853e-06,0.00066582125,2.8653185e-05,0.00705904,3.832668e-06,1.735239e-05,1.0221719e-06,0.99221426,4.635269e-06,8.2257594e-07
4862,0,0,1.0,3.9586147e-12,5.876189e-11,2.655974e-13,3.789361e-11,6.7539867e-12,1.8251398e-10,4.563296e-08,6.01941e-10,7.34453e-11
4863,8,8,4.026825e-05,0.00057288393,0.00014270384,6.927028e-05,1.1191306e-05,0.00014338102,0.00037209448,5.4588954e-06,0.9983773,0.00026535054
4864,1,1,4.5500354e-08,0.9999776,4.865991e-07,8.239344e-09,3.2337746e-06,9.486956e-07,1.2705863e-06,4.890329e-06,1.1398421e-05,1.753206e-07
4865,7,7,8.8162925e-15,1.2075349e-12,2.3331108e-11,1.5892727e-10,3.953452e-13,1.9192651e-13,6.350546e-16,1.0,5.801728e-15,3.9810025e-13
4866,4,4,2.0744576e-12,1.7560814e-09,8.317237e-11,3.2545153e-13,1.0,3.0745873e-08,1.2889602e-11,1.0167035e-11,2.259565e-11,1.4593984e-09
4867,5,5,1.044994e-13,4.364007e-11,1.3050834e-13,1.14842695e-08,4.0852213e-14,1.0,1.437187e-12,2.9708998e-12,9.643739e-13,3.3326983e-09
4868,7,7,2.5555337e-08,5.7167705e-07,1.7403305e-05,1.214783e-07,3.0189054e-07,1.0569537e-09,1.526382e-10,0.9999813,1.6015343e-09,2.0799887e-07
4869,1,1,2.8093812e-09,0.9999964,2.4892713e-10,6.409812e-12,2.5676898e-06,8.881317e-09,2.1604265e-08,2.5390001e-08,9.425154e-07,6.9289774e-09
4870,2,2,3.2111138e-16,3.5330866e-13,1.0,3.933915e-14,8.827162e-15,1.6888806e-17,8.283423e-18,1.0784404e-11,1.2951431e-15,2.968748e-19
4871,1,1,1.269487e-07,0.9999385,1.6475304e-06,7.765712e-08,1.7267459e-05,4.9748405e-06,2.3846067e-06,2.3852968e-05,9.189396e-06,1.9275437e-06
4872,1,1,1.3101022e-08,0.9999981,2.3774922e-09,1.9669185e-11,1.2999118e-06,4.8635154e-09,6.7745374e-09,1.0527675e-07,5.316584e-07,2.413721e-09
4873,3,3,7.0961195e-13,1.3929602e-10,3.4684138e-09,1.0,2.1515862e-14,8.953717e-10,1.19558455e-14,9.473082e-09,3.5911556e-09,6.5860084e-10
4874,9,9,0.00048027048,1.0741472e-06,1.9293937e-05,3.608427e-05,0.0016038234,0.0010381374,0.00015189017,0.00060626684,1.8911158e-05,0.9960442
4875,6,6,6.121717e-08,5.269822e-10,2.868079e-09,3.5858712e-11,8.546476e-06,1.2874499e-08,0.9999914,8.963632e-11,1.0621973e-08,1.6646987e-12
4876,2,2,2.9512213e-07,1.8082743e-05,0.98576164,1.10745766e-07,0.014145203,5.3172214e-05,1.9353714e-05,2.2079073e-06,2.342389e-09,8.203104e-10
4877,1,1,1.0458402e-08,0.9999944,1.7838524e-08,3.256675e-10,3.0654617e-06,2.0976276e-07,1.0299659e-06,1.5269241e-07,1.0671992e-06,5.907448e-09
4878,2,2,4.1891493e-10,6.2995525e-12,1.0,4.1964647e-11,4.9582755e-13,7.389338e-15,3.3605395e-14,3.99936e-09,1.563326e-11,1.9638217e-15
4879,8,8,8.928452e-06,3.4383982e-05,3.495894e-05,1.0748913e-06,0.0012103064,0.00029879287,0.027257293,3.259383e-07,0.9709873,0.0001665412
4880,0,8,0.029172963,0.0002620817,0.00011245796,3.9339127e-05,2.1830345e-05,0.013751792,0.26811063,4.3324885e-06,0.6884482,7.6316406e-05
4881,7,7,8.305563e-11,4.762789e-09,4.395714e-08,6.703453e-07,7.381058e-09,1.4951804e-09,8.605219e-13,0.9999993,6.575887e-10,1.8798717e-08
4882,6,6,3.4974132e-06,7.1173434e-10,4.0170507e-09,5.939523e-09,3.4929093e-10,2.8280094e-05,0.99971396,7.1420456e-12,0.00025425834,1.0501493e-09
4883,6,6,5.750811e-07,2.5483657e-09,8.307032e-09,6.2382326e-09,4.069447e-07,6.4539554e-06,0.9999901,4.4618793e-09,2.4307276e-06,7.107503e-11
4884,9,9,3.2725017e-10,5.08472e-10,1.0747017e-09,1.7928597e-08,1.7420343e-05,9.5439944e-08,5.3531457e-11,8.648001e-09,4.7488594e-08,0.99998236
4885,3,3,4.977522e-16,1.052456e-11,2.1816577e-14,0.999998,1.784218e-17,2.0092436e-06,3.1757677e-16,2.9233242e-15,1.3549802e-08,1.6009502e-09
4886,7,7,1.2699885e-06,0.001067266,0.0006403266,1.017943e-06,2.408234e-06,3.4019418e-09,3.4869682e-10,0.99828017,7.668191e-06,1.2005732e-08
4887,0,0,0.9999995,1.7474493e-10,4.991604e-07,2.0193252e-09,1.8502459e-10,5.412119e-10,2.3036677e-08,1.6391236e-10,1.4675492e-08,1.4027109e-08
4888,5,5,0.0005127894,2.787812e-06,2.5773005e-07,0.00013781719,3.0297679e-06,0.9737351,9.9420606e-05,1.0286564e-06,0.025480261,2.7639668e-05
4889,2,2,1.9619692e-18,4.0423142e-13,1.0,2.5483955e-13,7.6652367e-19,5.4914165e-22,3.875505e-21,3.1293948e-13,3.7715987e-16,2.074353e-21
4890,8,8,2.2937135e-08,2.5972276e-06,0.00090222294,0.19514874,1.0089016e-06,1.8311765e-07,3.6503017e-08,4.4081614e-09,0.80393714,8.0450345e-06
4891,0,0,1.0,3.1475807e-13,7.113255e-11,2.493985e-14,1.7266089e-12,6.258196e-13,9.6072785e-09,4.946049e-11,1.999696e-11,1.1222109e-12
4892,5,5,2.2333357e-17,7.757493e-17,1.024033e-18,9.0414716e-12,1.3346689e-18,1.0,6.179884e-17,1.2151193e-17,2.3903162e-15,5.074498e-11
4893,4,4,3.5906794e-08,1.2259821e-06,4.2721112e-07,1.7302619e-09,0.99980783,0.00014095528,2.0341966e-07,1.0976744e-07,2.6785307e-07,4.8859776e-05
4894,3,3,1.6359765e-14,9.411563e-13,8.6955774e-13,0.99999845,3.8349345e-16,1.5668203e-06,2.1951889e-16,6.7033366e-15,8.919191e-09,2.5447648e-08
4895,8,8,5.9839844e-10,1.5030771e-09,8.30118e-09,6.784091e-07,5.0472154e-10,9.269998e-06,3.307833e-08,1.8424455e-12,0.99998915,8.8420904e-07
4896,4,4,2.3900068e-07,9.4649955e-08,1.2935283e-06,1.6168493e-09,0.9999447,2.029491e-05,1.3126778e-07,6.493549e-08,9.296144e-10,3.3106262e-05
4897,6,6,2.1846219e-08,3.8118564e-11,1.0723445e-08,1.4626728e-10,1.2233328e-07,1.2480635e-06,0.99999857,5.36073e-12,1.4584343e-08,1.2135122e-10
4898,6,6,1.1006528e-09,9.360122e-12,8.812804e-11,1.3464289e-11,4.3786645e-09,1.8198867e-05,0.99998176,6.485625e-14,4.2715854e-08,1.0729569e-11
4899,2,2,4.0186974e-06,1.4276428e-06,0.9998666,1.9373021e-05,4.854462e-07,1.2842732e-07,4.0985623e-07,4.1954513e-06,0.00010305092,2.547327e-07
4900,7,7,2.2056906e-08,0.00014489546,3.8018695e-07,3.0580317e-08,9.185204e-07,2.3738874e-08,5.070585e-10,0.9998536,2.191316e-08,1.4134315e-07
4901,9,9,6.7391795e-12,1.317066e-11,3.1379167e-11,4.919515e-09,1.4074519e-06,1.6326057e-08,2.1339215e-12,5.517933e-10,8.891281e-10,0.99999857
4902,5,5,7.9362786e-13,2.6228063e-11,7.922168e-13,7.40727e-08,1.2721887e-13,0.9999999,1.6490547e-11,6.13639e-13,4.216566e-09,2.7175965e-08
4903,1,1,4.682462e-10,0.9999982,7.9378965e-10,2.517178e-10,1.2912766e-06,2.0185764e-08,1.2756504e-07,1.4191085e-08,3.037245e-07,7.1162726e-10
4904,3,3,1.5313909e-18,1.266509e-13,2.4496874e-14,1.0,9.544559e-20,2.4882288e-12,3.5088905e-20,3.8376164e-17,3.7764574e-12,5.1487868e-12
4905,2,2,5.480599e-14,9.647399e-13,1.0,9.8563754e-11,2.0028668e-16,1.9320168e-17,2.3944831e-18,1.8263657e-10,1.9547865e-14,4.4845746e-17
4906,4,4,1.0453899e-08,3.846672e-08,1.4380695e-06,4.300342e-12,0.99999857,2.7054702e-08,3.3650792e-08,6.3407435e-09,5.5192824e-09,1.4706405e-09
4907,3,3,1.6956178e-12,3.4952848e-12,4.5465584e-10,1.0,6.177607e-14,1.9322284e-08,6.1698e-14,6.269361e-11,2.6337743e-08,8.774782e-09
4908,6,6,4.073801e-09,9.91735e-13,1.32444385e-11,4.689598e-12,1.9691087e-09,1.169948e-08,1.0,7.67534e-13,1.3531905e-08,5.6875007e-13
4909,1,1,2.8254814e-09,0.9999889,4.4910484e-09,5.851064e-10,5.5274754e-06,8.4141384e-08,3.1952187e-08,6.38441e-08,5.183094e-06,2.0515608e-07
4910,9,9,7.8536155e-09,2.002963e-09,4.57098e-09,7.219736e-08,2.772933e-06,2.069084e-07,7.9632675e-11,1.0024301e-07,1.5987635e-09,0.9999968
4911,4,4,4.6941264e-07,1.0503054e-06,2.4988802e-07,3.3591985e-10,0.9999765,8.897788e-06,4.141675e-07,6.58435e-09,2.6336455e-09,1.2351494e-05
4912,4,4,1.4100306e-10,2.3896214e-09,1.6258693e-10,5.3481806e-14,1.0,4.4922317e-08,5.0005973e-09,1.0203367e-10,1.0529858e-08,4.8504417e-10
4913,7,7,4.9440306e-11,9.060059e-09,2.8623708e-09,9.760354e-10,5.9188956e-09,1.5315169e-10,4.792138e-11,1.0,3.1537479e-12,5.63162e-08
4914,6,6,3.722981e-08,2.6427858e-11,8.115517e-11,1.2573301e-10,1.7994705e-09,4.8137593e-07,0.99998784,4.10655e-12,1.1681852e-05,1.4719533e-11
4915,5,5,6.997018e-08,1.6070365e-08,1.663408e-09,3.8064647e-07,1.8353954e-11,0.9977786,0.00071189716,2.9495942e-10,0.0015089674,8.205298e-08
4916,4,4,1.5804877e-10,2.0144444e-08,3.0812342e-10,1.4590338e-12,0.99999964,2.0747491e-07,3.149089e-08,3.5751622e-09,4.0216435e-08,1.7199191e-07
4917,1,1,5.11646e-09,0.9999982,1.7642977e-08,2.914212e-11,9.278418e-07,2.286207e-09,8.035179e-09,1.6962596e-07,6.843376e-07,8.4841983e-10
4918,9,4,0.00022563961,0.0022279094,1.8981562e-05,6.4538756e-07,0.6152033,0.000997762,2.9598988e-05,3.0511137e-05,1.1988223e-05,0.38125363
4919,9,9,5.0159773e-08,7.995899e-09,1.0780981e-08,2.6417551e-06,9.378675e-07,4.2529837e-06,1.3187773e-10,5.8232544e-08,7.146827e-08,0.999992
4920,2,2,1.3501542e-10,1.2338826e-09,0.9999995,1.947385e-09,5.0778287e-10,2.2187898e-12,4.876908e-13,4.2052287e-07,3.8363823e-11,4.1988844e-13
4921,7,7,2.9220155e-07,8.095973e-06,7.082594e-05,6.929146e-06,1.2717531e-06,2.7914432e-08,2.0534099e-09,0.99989426,1.317523e-07,1.8160345e-05
4922,8,8,2.3276767e-08,4.600505e-08,5.900901e-07,2.2723973e-06,1.06325025e-07,1.1724303e-06,8.219719e-08,5.444318e-10,0.9999937,2.045804e-06
4923,0,0,0.99999166,1.916143e-10,4.1281683e-07,4.478245e-10,1.9178102e-10,3.8585475e-07,6.4317405e-06,5.798426e-08,1.1619801e-06,1.887387e-09
4924,1,1,1.7140636e-07,0.99980986,5.2374264e-07,1.253341e-09,0.00012722926,3.6118584e-07,2.2911881e-06,1.9878717e-06,5.7449735e-05,2.1239342e-07
4925,3,3,5.8269714e-14,4.3461314e-11,1.3337209e-09,1.0,9.731831e-15,4.5906744e-11,4.6960536e-15,1.5473917e-12,4.2004324e-09,3.3019932e-12
4926,6,6,1.5290599e-09,7.363039e-12,1.7193283e-10,9.783846e-12,6.820215e-08,2.9240466e-09,0.9999999,1.9711734e-11,1.4577234e-09,2.3365383e-12
4927,1,1,3.110717e-10,0.9999993,3.99198e-09,4.1494624e-11,3.3147077e-07,3.406624e-09,5.4295013e-09,2.9293207e-07,9.795679e-08,2.3994529e-09
4928,3,3,1.128473e-14,1.5785533e-11,3.0282912e-10,1.0,1.545361e-14,1.9035105e-11,1.876968e-15,2.6332753e-13,2.1692372e-08,1.7763849e-09
4929,4,4,1.153043e-05,5.9596987e-05,9.148755e-06,2.5887908e-07,0.9991485,0.00057832093,0.00010356498,5.255858e-06,1.16725805e-05,7.215247e-05
4930,1,1,2.5520736e-10,0.9999988,2.368568e-09,8.265325e-11,2.6279366e-07,1.8380199e-08,4.7820388e-09,3.0833633e-08,9.480717e-07,1.01739825e-08
4931,1,1,5.1894293e-09,0.99999523,4.9391393e-09,1.5957471e-10,3.3479337e-06,2.0200222e-08,5.2427882e-08,6.4715067e-07,7.9128904e-07,2.7539478e-08
4932,1,1,4.9447857e-10,0.99999964,6.9848066e-10,8.648728e-13,3.4408404e-07,3.7979717e-10,8.3854784e-10,1.8877053e-08,4.7831854e-08,5.0105576e-11
4933,5,5,3.216298e-17,2.3292064e-15,6.241979e-18,1.8871954e-11,1.6903742e-19,1.0,2.716346e-13,6.979654e-18,3.1827332e-10,1.8206563e-12
4934,6,6,1.0170751e-06,1.4509028e-08,6.300896e-08,6.5260847e-06,5.144493e-09,0.00010882566,0.9995953,1.4643323e-10,0.0002881934,4.3190926e-10
4935,0,0,1.0,1.2743577e-13,1.1732754e-08,7.586961e-13,4.7557865e-12,3.918001e-15,4.373227e-09,9.4060454e-14,6.8914544e-12,1.14099806e-10
4936,7,7,1.8672742e-08,1.836344e-07,4.2679282e-08,1.03079635e-07,5.170149e-07,6.286276e-10,3.346107e-10,0.999995,2.1562727e-09,4.1152716e-06
4937,0,0,0.99999964,2.445464e-12,3.277998e-07,6.628271e-11,7.965747e-12,1.8382306e-13,4.0868294e-12,2.3395223e-11,2.8384616e-11,3.0639022e-08
4938,7,7,3.554179e-14,7.9270784e-10,1.4978618e-09,7.675854e-09,6.7419915e-12,7.783004e-12,3.2956537e-14,1.0,1.4134717e-14,9.153172e-10
4939,2,2,5.5041493e-08,9.2749394e-07,0.9990477,6.822002e-05,5.9761046e-10,2.585076e-09,8.181074e-10,0.0008829434,1.0073312e-07,1.4646612e-10
